event,time,hopform,hopto,from,to,,id,length
#144046,1483.342664,3," 4	",3,8,1448,14731,321 bytes
#144057,1483.351818,4," 2	",4,1,1398,14732,248 bytes
#144068,1483.406355,8," 4	",8,1,1531,14733,924 bytes
#144083,1483.462512,5," 6	",5,6,1478,14734,498 bytes
#144093,1483.800657,5," 6	",5,8,1479,14736,187 bytes
#144104,1483.946369,2," 4	",2,6,1485,14737,663 bytes
#144115,1484.127931,7," 5	",7,1,1487,14738,662 bytes
#144133,1484.205842,7," 6	",7,6,1488,14740,354 bytes
#144140,1484.214758,8," 6	",8,6,1533,14741,318 bytes
#144150,1484.470007,3," 1	",3,1,1449,14743,193 bytes
#144157,1484.496144,0," 2	",0,8,1446,14744,465 bytes
#144172,1484.607472,2," 4	",2,8,1486,14745,222 bytes
#144183,1484.685561,2," 4	",2,6,1487,14746,572 bytes
#144186,1484.686736,4," 2	",4,1,1399,14747,151 bytes
#144205,1484.717308,8," 6	",8,6,1534,14748,909 bytes
#144208,1484.723381,9," 8	",9,8,1508,14749,440 bytes
#144219,1484.735927,2," 1	",2,1,1488,14750,650 bytes
#144229,1484.99934,2," 4	",2,6,1489,14752,234 bytes
#144240,1485.202961,0," 1	",0,1,1447,14753,274 bytes
#144247,1485.246171,4," 2	",4,1,1400,14754,1020 bytes
#144261,1485.298088,1," 2	",1,6,1458,14756,897 bytes
#144264,1485.304921,2," 4	",2,8,1490,14757,359 bytes
#144287,1485.530606,7," 6	",7,8,1489,14758,185 bytes
#144298,1485.629477,6," 8	",6,8,1450,14759,160 bytes
#144308,1486.032734,4," 6	",4,6,1401,14761,607 bytes
#144318,1486.112177,3," 4	",3,8,1450,14763,499 bytes
#144329,1486.285562,7," 6	",7,8,1490,14764,680 bytes
#144340,1486.348571,1," 2	",1,8,1460,14765,548 bytes
#144355,1486.363802,6," 8	",6,8,1452,14766,846 bytes
#144362,1486.381823,8," 6	",8,6,1535,14767,961 bytes
#144369,1486.498461,9," 6	",9,1,1509,14768,450 bytes
#144388,1486.578942,6," 8	",6,8,1453,14769,484 bytes
#144395,1486.621589,3," 1	",3,1,1451,14770,755 bytes
#144402,1486.648255,0," 1	",0,1,1448,14771,485 bytes
#144409,1486.768499,3," 4	",3,8,1452,14772,846 bytes
#144420,1486.817445,3," 1	",3,1,1453,14773,319 bytes
#144430,1487.497296,5," 6	",5,6,1480,14775,378 bytes
#144437,1487.658259,2," 4	",2,8,1491,14776,262 bytes
#144448,1487.81375,5," 0	",5,1,1481,14777,233 bytes
#144459,1487.968913,9," 6	",9,6,1510,14778,522 bytes
#144469,1488.055838,0," 5	",0,6,1449,14780,470 bytes
#144480,1488.163717,2," 4	",2,6,1492,14781,144 bytes
#144491,1488.200653,2," 4	",2,6,1493,14782,224 bytes
#144502,1488.239132,5," 0	",5,1,1482,14783,298 bytes
#144513,1488.314972,6," 5	",6,1,1455,14784,165 bytes
#144528,1488.373656,6," 8	",6,8,1456,14785,840 bytes
#144535,1488.471436,7," 6	",7,6,1491,14786,307 bytes
#144538,1488.472335,0," 5	",0,6,1450,14787,967 bytes
#144553,1488.699245,3," 4	",3,8,1454,14788,405 bytes
#144560,1488.704987,0," 2	",0,8,1451,14789,331 bytes
#144579,1488.822453,8," 4	",8,1,1537,14790,472 bytes
#144586,1488.827643,4," 6	",4,6,1402,14791,818 bytes
#144604,1489.190165,6," 8	",6,8,1457,14793,904 bytes
#144611,1489.22963,6," 5	",6,1,1458,14794,1019 bytes
#144618,1489.238898,1," 2	",1,8,1462,14795,658 bytes
#144634,1489.255201,0," 1	",0,1,1452,14796,487 bytes
#144648,1489.270531,0," 5	",0,6,1453,14797,839 bytes
#144659,1489.414553,2," 4	",2,8,1494,14798,316 bytes
#144670,1489.460934,4," 2	",4,1,1403,14799,681 bytes
#144673,1489.461957,4," 8	",4,8,1404,14800,368 bytes
#144688,1489.536266,6," 8	",6,8,1459,14801,918 bytes
#144698,1489.831058,6," 8	",6,8,1461,14803,885 bytes
#144705,1489.878023,6," 8	",6,8,1462,14804,528 bytes
#144712,1490.047025,8," 6	",8,6,1538,14805,260 bytes
#144722,1490.6259,3," 4	",3,6,1455,14807,656 bytes
#144725,1490.625951,6," 5	",6,1,1464,14808,514 bytes
#144748,1490.656689,5," 6	",5,8,1483,14809,306 bytes
#144759,1490.720509,3," 4	",3,8,1456,14810,896 bytes
#144773,1490.782424,7," 6	",7,8,1492,14812,289 bytes
#144784,1490.83358,1," 2	",1,6,1463,14813,319 bytes
#144799,1490.956142,4," 6	",4,6,1405,14814,968 bytes
#144806,1490.977082,1," 2	",1,8,1464,14815,141 bytes
#144814,1490.980723,9," 6	",9,6,1511,14816,974 bytes
#144828,1491.038833,0," 1	",0,1,1454,14817,384 bytes
#144835,1491.117983,0," 5	",0,6,1455,14818,200 bytes
#144846,1491.204829,7," 6	",7,6,1493,14819,476 bytes
#144853,1491.256653,6," 5	",6,1,1465,14820,180 bytes
#144868,1491.3598,5," 6	",5,8,1484,14821,333 bytes
#144879,1491.53697,2," 1	",2,1,1495,14822,649 bytes
#144886,1491.637358,1," 2	",1,6,1465,14823,189 bytes
#144901,1491.680296,3," 4	",3,8,1457,14824,463 bytes
#144912,1492.089316,4," 8	",4,8,1406,14825,272 bytes
#144919,1492.181802,2," 4	",2,8,1496,14826,808 bytes
#144930,1492.240756,4," 6	",4,6,1407,14827,813 bytes
#144940,1492.324871,0," 1	",0,1,1456,14829,652 bytes
#144947,1492.411328,4," 2	",4,1,1408,14830,957 bytes
#144958,1492.757338,1," 2	",1,6,1467,14831,729 bytes
#144973,1492.893326,8," 6	",8,6,1540,14832,487 bytes
#144980,1493.07081,4," 8	",4,8,1409,14833,441 bytes
#144987,1493.165816,1," 2	",1,6,1468,14834,918 bytes
#145002,1493.354379,7," 6	",7,6,1494,14835,327 bytes
#145009,1493.88321,7," 5	",7,1,1495,14836,348 bytes
#145024,1494.042332,0," 1	",0,1,1457,14837,677 bytes
#145031,1494.06756,3," 4	",3,6,1458,14838,675 bytes
#145042,1494.213492,5," 6	",5,6,1485,14839,175 bytes
#145049,1494.23429,5," 6	",5,6,1486,14840,967 bytes
#145056,1494.286329,2," 1	",2,1,1497,14841,478 bytes
#145063,1494.317809,7," 6	",7,6,1496,14842,443 bytes
#145070,1494.444812,9," 8	",9,8,1512,14843,987 bytes
#145077,1494.615547,2," 4	",2,6,1498,14844,870 bytes
#145084,1494.626369,8," 6	",8,6,1541,14845,942 bytes
#145095,1494.898532,4," 2	",4,1,1410,14846,623 bytes
#145106,1494.945085,4," 2	",4,1,1411,14847,610 bytes
#145120,1495.462374,7," 6	",7,8,1497,14849,246 bytes
#145131,1495.533187,0," 2	",0,8,1458,14850,753 bytes
#145146,1495.693997,6," 5	",6,1,1467,14851,141 bytes
#145161,1495.860976,3," 4	",3,6,1459,14852,563 bytes
#145172,1495.915614,4," 8	",4,8,1412,14853,317 bytes
#145179,1496.078572,0," 2	",0,8,1459,14854,963 bytes
#145197,1496.696025,1," 2	",1,8,1469,14856,475 bytes
#145212,1496.877851,2," 4	",2,8,1499,14857,269 bytes
#145223,1496.904743,8," 6	",8,6,1543,14858,166 bytes
#145230,1497.153429,1," 2	",1,6,1470,14859,781 bytes
#145237,1497.166504,5," 0	",5,1,1487,14860,754 bytes
#145256,1497.21211,6," 5	",6,1,1468,14861,910 bytes
#145271,1497.247096,6," 5	",6,1,1469,14862,689 bytes
#145289,1497.500341,8," 6	",8,6,1545,14864,277 bytes
#145296,1497.516999,0," 1	",0,1,1460,14865,759 bytes
#145303,1497.534441,3," 1	",3,1,1460,14866,606 bytes
#145310,1497.62851,5," 6	",5,8,1488,14867,225 bytes
#145321,1497.965,7," 6	",7,8,1498,14868,538 bytes
#145332,1498.044486,9," 8	",9,8,1513,14869,175 bytes
#145339,1498.086396,5," 0	",5,1,1489,14870,137 bytes
#145350,1498.205664,0," 1	",0,1,1461,14871,331 bytes
#145357,1498.223938,0," 1	",0,1,1462,14872,754 bytes
#145364,1498.480856,3," 4	",3,8,1461,14873,741 bytes
#145375,1498.617811,9," 6	",9,6,1514,14874,748 bytes
#145382,1498.629949,4," 8	",4,8,1413,14875,200 bytes
#145389,1498.650224,5," 6	",5,8,1490,14876,262 bytes
#145406,1499.129959,0," 2	",0,8,1463,14879,268 bytes
#145421,1499.13949,9," 8	",9,8,1515,14880,995 bytes
#145428,1499.193978,4," 8	",4,8,1414,14881,906 bytes
#145438,1499.344439,3," 4	",3,8,1462,14883,929 bytes
#145452,1499.447313,8," 6	",8,6,1547,14885,545 bytes
#145459,1499.457032,2," 1	",2,1,1500,14886,235 bytes
#145469,1499.479616,8," 6	",8,6,1548,14888,846 bytes
#145476,1499.489297,2," 4	",2,8,1501,14889,724 bytes
#145487,1499.840691,8," 6	",8,6,1549,14890,209 bytes
#145494,1499.889248,7," 6	",7,8,1499,14891,424 bytes
#145508,1500.196876,3," 1	",3,1,1463,14893,811 bytes
#145515,1500.222703,6," 8	",6,8,1473,14894,512 bytes
#145522,1500.247726,8," 4	",8,1,1550,14895,926 bytes
#145529,1500.257162,3," 4	",3,6,1464,14896,300 bytes
#145548,1500.360817,9," 6	",9,6,1516,14897,874 bytes
#145555,1500.428639,4," 8	",4,8,1415,14898,647 bytes
#145562,1500.577638,4," 6	",4,6,1416,14899,578 bytes
#145572,1500.674051,0," 2	",0,8,1464,14901,948 bytes
#145587,1500.753045,5," 0	",5,1,1491,14902,683 bytes
#145601,1500.967881,3," 4	",3,6,1465,14904,155 bytes
#145612,1501.069091,1," 2	",1,6,1473,14905,283 bytes
#145627,1501.078578,3," 4	",3,8,1466,14906,873 bytes
#145638,1501.191187,1," 2	",1,6,1474,14907,834 bytes
#145656,1501.456737,0," 1	",0,1,1465,14909,887 bytes
#145663,1501.549048,8," 6	",8,6,1552,14910,802 bytes
#145670,1501.660488,0," 5	",0,6,1466,14911,941 bytes
#145681,1501.794085,2," 1	",2,1,1502,14912,509 bytes
#145688,1502.018324,9," 6	",9,1,1517,14913,264 bytes
#145707,1502.052317,0," 2	",0,8,1467,14914,1009 bytes
#145722,1502.100323,1," 2	",1,8,1476,14915,675 bytes
#145737,1502.129124,4," 8	",4,8,1417,14916,179 bytes
#145744,1502.216157,3," 4	",3,8,1467,14917,582 bytes
#145758,1502.290732,2," 4	",2,8,1503,14919,786 bytes
#145769,1502.339763,3," 1	",3,1,1468,14920,490 bytes
#145776,1502.586933,5," 6	",5,8,1492,14921,344 bytes
#145787,1502.674226,3," 1	",3,1,1469,14922,215 bytes
#145794,1502.756973,7," 5	",7,1,1500,14923,979 bytes
#145809,1502.81304,3," 1	",3,1,1470,14924,893 bytes
#145816,1503.256161,1," 2	",1,8,1478,14925,486 bytes
#145831,1503.524871,6," 5	",6,1,1475,14926,853 bytes
#145838,1503.53304,9," 6	",9,1,1518,14927,516 bytes
#145865,1503.566665,3," 4	",3,6,1471,14928,756 bytes
#145876,1503.656379,2," 1	",2,1,1504,14929,154 bytes
#145889,1503.965831,8," 4	",8,1,1553,14932,321 bytes
#145904,1503.996288,3," 4	",3,8,1472,14933,708 bytes
#145915,1504.060842,2," 4	",2,8,1505,14934,151 bytes
#145926,1504.196978,0," 5	",0,6,1468,14935,182 bytes
#145937,1504.317879,5," 0	",5,1,1493,14936,202 bytes
#145948,1504.369492,5," 6	",5,6,1494,14937,608 bytes
#145955,1504.417196,7," 6	",7,8,1501,14938,519 bytes
#145958,1504.419007,6," 5	",6,1,1477,14939,737 bytes
#145965,1504.422559,4," 8	",4,8,1418,14940,161 bytes
#145988,1504.603879,7," 5	",7,1,1502,14941,652 bytes
#146003,1505.0807,0," 5	",0,6,1469,14942,998 bytes
#146014,1505.16643,6," 8	",6,8,1478,14943,732 bytes
#146021,1505.445626,8," 4	",8,1,1554,14944,151 bytes
#146036,1505.467226,8," 6	",8,6,1555,14945,207 bytes
#146043,1505.569331,0," 1	",0,1,1470,14946,199 bytes
#146053,1505.57192,9," 6	",9,6,1519,14948,186 bytes
#146060,1505.617269,5," 0	",5,1,1495,14949,454 bytes
#146071,1505.72723,3," 4	",3,8,1473,14950,648 bytes
#146085,1505.965613,7," 5	",7,1,1503,14952,300 bytes
#146092,1505.970224,5," 6	",5,6,1496,14953,745 bytes
#146103,1505.975511,4," 8	",4,8,1419,14954,591 bytes
#146110,1505.978266,6," 5	",6,1,1479,14955,130 bytes
#146129,1506.131505,2," 4	",2,8,1506,14956,572 bytes
#146140,1506.145438,0," 2	",0,8,1471,14957,331 bytes
#146155,1506.297655,7," 6	",7,6,1504,14958,158 bytes
#146162,1506.403421,4," 8	",4,8,1420,14959,135 bytes
#146169,1506.429406,3," 1	",3,1,1474,14960,260 bytes
#146176,1506.665263,4," 6	",4,6,1421,14961,549 bytes
#146183,1506.757748,4," 8	",4,8,1422,14962,685 bytes
#146190,1506.822603,2," 1	",2,1,1507,14963,783 bytes
#146197,1506.830874,2," 1	",2,1,1508,14964,678 bytes
#146204,1506.866871,9," 8	",9,8,1520,14965,563 bytes
#146211,1506.881751,2," 4	",2,8,1509,14966,592 bytes
#146222,1506.966155,1," 2	",1,8,1481,14967,391 bytes
#146230,1506.973261,2," 4	",2,6,1510,14968,1017 bytes
#146248,1507.028198,7," 6	",7,8,1505,14969,913 bytes
#146262,1507.283797,2," 4	",2,6,1511,14971,495 bytes
#146273,1507.353519,1," 2	",1,6,1482,14972,150 bytes
#146276,1507.353927,6," 8	",6,8,1480,14973,483 bytes
#146295,1507.386917,2," 4	",2,6,1512,14974,716 bytes
#146306,1507.438426,7," 5	",7,1,1506,14975,366 bytes
#146321,1507.467167,2," 4	",2,8,1513,14976,773 bytes
#146328,1507.479518,4," 2	",4,1,1423,14977,943 bytes
#146343,1507.925212,6," 5	",6,1,1481,14978,169 bytes
#146358,1508.246679,0," 2	",0,8,1472,14979,595 bytes
#146373,1508.278465,4," 8	",4,8,1424,14980,226 bytes
#146380,1508.375638,4," 6	",4,6,1425,14981,303 bytes
#146387,1508.468932,0," 1	",0,1,1473,14982,834 bytes
#146394,1508.544896,4," 6	",4,6,1426,14983,622 bytes
#146404,1508.611739,7," 6	",7,8,1507,14985,433 bytes
#146415,1508.642607,4," 6	",4,6,1427,14986,239 bytes
#146422,1508.860563,5," 0	",5,1,1497,14987,894 bytes
#146433,1508.90973,2," 1	",2,1,1514,14988,481 bytes
#146436,1508.911302,7," 6	",7,6,1508,14989,175 bytes
#146447,1508.966823,9," 8	",9,8,1521,14990,560 bytes
#146454,1508.999366,4," 6	",4,6,1428,14991,566 bytes
#146461,1509.159445,7," 5	",7,1,1509,14992,264 bytes
#146476,1509.201059,4," 6	",4,6,1429,14993,957 bytes
#146483,1509.236264,3," 4	",3,8,1475,14994,265 bytes
#146494,1509.461496,0," 2	",0,8,1474,14995,324 bytes
#146509,1509.485832,2," 4	",2,8,1515,14996,341 bytes
#146520,1509.521891,5," 6	",5,6,1498,14997,198 bytes
#146527,1509.617232,3," 4	",3,6,1476,14998,412 bytes
#146534,1509.621651,6," 8	",6,8,1483,14999,700 bytes
#146545,1509.659732,8," 4	",8,1,1558,15000,1000 bytes
#146560,1509.694351,9," 6	",9,6,1522,15001,960 bytes
#146567,1509.735543,1," 2	",1,8,1483,15002,142 bytes
#146582,1509.886021,5," 6	",5,6,1499,15003,459 bytes
#146589,1510.040302,6," 5	",6,1,1484,15004,553 bytes
#146604,1510.118318,9," 6	",9,1,1523,15005,336 bytes
#146623,1510.14227,5," 6	",5,6,1500,15006,493 bytes
#146630,1510.330684,9," 8	",9,8,1524,15007,167 bytes
#146637,1510.451339,4," 8	",4,8,1430,15008,545 bytes
#146644,1510.479556,2," 4	",2,6,1516,15009,789 bytes
#146655,1510.72721,0," 2	",0,8,1475,15010,317 bytes
#146670,1510.947733,8," 6	",8,6,1559,15011,589 bytes
#146677,1511.055922,7," 5	",7,1,1510,15012,299 bytes
#146695,1511.13306,4," 2	",4,1,1431,15014,839 bytes
#146706,1511.495037,6," 8	",6,8,1485,15015,437 bytes
#146713,1511.582953,1," 2	",1,6,1485,15016,295 bytes
#146728,1511.846103,7," 6	",7,6,1511,15017,671 bytes
#146735,1511.858207,9," 6	",9,6,1525,15018,366 bytes
#146742,1511.865337,9," 6	",9,1,1526,15019,644 bytes
#146761,1511.909522,5," 6	",5,8,1501,15020,670 bytes
#146772,1511.970233,2," 4	",2,8,1517,15021,725 bytes
#146783,1512.036258,6," 5	",6,1,1486,15022,595 bytes
#146798,1512.091585,1," 2	",1,8,1486,15023,780 bytes
#146813,1512.305342,5," 0	",5,1,1502,15024,137 bytes
#146824,1512.323896,3," 1	",3,1,1477,15025,884 bytes
#146827,1512.324652,8," 6	",8,6,1560,15026,545 bytes
#146838,1512.534356,6," 5	",6,1,1487,15027,508 bytes
#146853,1512.760213,4," 6	",4,6,1432,15028,287 bytes
#146860,1512.908722,5," 6	",5,6,1503,15029,326 bytes
#146867,1513.089194,2," 1	",2,1,1518,15030,498 bytes
#146874,1513.234639,2," 4	",2,8,1519,15031,908 bytes
#146881,1513.249097,7," 5	",7,1,1512,15032,771 bytes
#146900,1513.278277,4," 2	",4,1,1433,15033,295 bytes
#146911,1513.40575,8," 4	",8,1,1561,15034,692 bytes
#146932,1513.625434,3," 4	",3,8,1478,15037,539 bytes
#146943,1513.67443,7," 6	",7,6,1513,15038,586 bytes
#146950,1513.735956,5," 6	",5,8,1504,15039,395 bytes
#146961,1513.747766,4," 2	",4,1,1434,15040,226 bytes
#146972,1513.848958,4," 2	",4,1,1435,15041,185 bytes
#146983,1513.880487,6," 8	",6,8,1488,15042,524 bytes
#146990,1514.148855,2," 1	",2,1,1520,15043,792 bytes
#146997,1514.513227,7," 6	",7,6,1514,15044,523 bytes
#147000,1514.516137,8," 4	",8,1,1563,15045,1006 bytes
#147019,1514.545948,3," 4	",3,6,1479,15046,347 bytes
#147026,1514.551609,5," 0	",5,1,1505,15047,619 bytes
#147041,1514.7099,4," 2	",4,1,1436,15048,744 bytes
#147058,1514.978519,4," 2	",4,1,1437,15051,516 bytes
#147069,1515.10103,4," 2	",4,1,1438,15052,690 bytes
#147080,1515.114411,2," 1	",2,1,1521,15053,888 bytes
#147087,1515.144783,6," 5	",6,1,1490,15054,977 bytes
#147090,1515.148565,0," 5	",0,6,1476,15055,683 bytes
#147116,1515.397309,2," 4	",2,8,1522,15057,274 bytes
#147127,1515.612395,2," 4	",2,6,1523,15058,509 bytes
#147138,1515.624803,9," 6	",9,1,1527,15059,314 bytes
#147157,1515.786987,4," 6	",4,6,1439,15060,274 bytes
#147164,1515.819122,7," 6	",7,8,1515,15061,660 bytes
#147175,1516.071874,9," 6	",9,6,1528,15062,845 bytes
#147182,1516.108422,5," 0	",5,1,1506,15063,599 bytes
#147193,1516.295641,2," 1	",2,1,1524,15064,461 bytes
#147200,1516.405123,8," 6	",8,6,1565,15065,609 bytes
#147207,1516.42034,8," 6	",8,6,1566,15066,873 bytes
#147214,1516.50914,0," 5	",0,6,1477,15067,1010 bytes
#147217,1516.510134,2," 4	",2,8,1525,15068,972 bytes
#147239,1516.847128,3," 1	",3,1,1480,15070,370 bytes
#147246,1517.140944,6," 5	",6,1,1493,15071,823 bytes
#147261,1517.346866,8," 6	",8,6,1567,15072,557 bytes
#147268,1517.388492,3," 4	",3,8,1481,15073,924 bytes
#147279,1517.454456,5," 6	",5,6,1507,15074,579 bytes
#147286,1517.68472,3," 1	",3,1,1482,15075,446 bytes
#147293,1517.705257,9," 6	",9,6,1529,15076,167 bytes
#147300,1517.878979,6," 8	",6,8,1494,15077,873 bytes
#147307,1517.905201,3," 1	",3,1,1483,15078,131 bytes
#147314,1517.971582,0," 5	",0,6,1478,15079,786 bytes
#147325,1518.268742,1," 2	",1,6,1488,15080,752 bytes
#147343,1518.776712,9," 6	",9,1,1530,15082,769 bytes
#147362,1518.860663,5," 0	",5,1,1508,15083,722 bytes
#147373,1518.982581,6," 5	",6,1,1495,15084,399 bytes
#147388,1519.035902,7," 6	",7,8,1516,15085,821 bytes
#147399,1519.089083,0," 1	",0,1,1479,15086,453 bytes
#147406,1519.140501,7," 6	",7,6,1517,15087,328 bytes
#147413,1519.271768,0," 5	",0,6,1480,15088,141 bytes
#147424,1519.280681,9," 6	",9,1,1531,15089,217 bytes
#147443,1519.383145,5," 6	",5,6,1509,15090,952 bytes
#147450,1519.536881,0," 1	",0,1,1481,15091,574 bytes
#147457,1519.648701,4," 6	",4,6,1440,15092,520 bytes
#147464,1519.662618,2," 4	",2,6,1526,15093,639 bytes
#147468,1519.668513,6," 8	",6,8,1496,15094,696 bytes
#147482,1519.733655,9," 8	",9,8,1532,15095,242 bytes
#147492,1519.886854,5," 0	",5,1,1510,15097,723 bytes
#147503,1519.945603,9," 6	",9,1,1533,15098,402 bytes
#147522,1520.029675,0," 5	",0,6,1482,15099,336 bytes
#147533,1520.094106,1," 2	",1,8,1489,15100,737 bytes
#147548,1520.152544,5," 6	",5,6,1511,15101,371 bytes
#147555,1520.272204,4," 6	",4,6,1441,15102,894 bytes
#147562,1520.373219,5," 0	",5,1,1512,15103,660 bytes
#147573,1520.447187,7," 5	",7,1,1518,15104,176 bytes
#147588,1520.453532,7," 6	",7,8,1519,15105,398 bytes
#147599,1520.562482,3," 1	",3,1,1484,15106,201 bytes
#147606,1520.566677,8," 4	",8,1,1569,15107,224 bytes
#147621,1520.575099,4," 6	",4,6,1442,15108,448 bytes
#147628,1520.676184,0," 1	",0,1,1483,15109,542 bytes
#147635,1520.986624,7," 6	",7,6,1520,15110,727 bytes
#147642,1521.050557,4," 2	",4,1,1443,15111,195 bytes
#147653,1521.156438,2," 4	",2,6,1527,15112,497 bytes
#147664,1521.18707,3," 4	",3,6,1485,15113,842 bytes
#147675,1521.241187,5," 6	",5,8,1513,15114,539 bytes
#147686,1521.278981,6," 5	",6,1,1498,15115,630 bytes
#147701,1521.448263,3," 1	",3,1,1486,15116,587 bytes
#147708,1521.550738,2," 1	",2,1,1528,15117,753 bytes
#147715,1521.699985,9," 6	",9,6,1534,15118,181 bytes
#147722,1521.766081,6," 5	",6,1,1499,15119,472 bytes
#147729,1521.773947,2," 4	",2,6,1529,15120,236 bytes
#147748,1521.797969,2," 4	",2,6,1530,15121,871 bytes
#147751,1521.804579,6," 8	",6,8,1500,15122,665 bytes
#147766,1521.842683,2," 4	",2,8,1531,15123,457 bytes
#147777,1521.946226,0," 1	",0,1,1484,15124,160 bytes
#147784,1521.984257,0," 5	",0,6,1485,15125,668 bytes
#147795,1522.164264,5," 6	",5,8,1514,15126,426 bytes
#147806,1522.177962,7," 6	",7,6,1521,15127,852 bytes
#147813,1522.357261,4," 6	",4,6,1444,15128,504 bytes
#147820,1522.508428,4," 8	",4,8,1445,15129,316 bytes
#147827,1522.525326,2," 1	",2,1,1532,15130,903 bytes
#147834,1522.741319,5," 6	",5,8,1515,15131,147 bytes
#147841,1522.743835,0," 1	",0,1,1486,15132,564 bytes
#147852,1522.786634,9," 6	",9,1,1535,15133,165 bytes
#147871,1522.906249,9," 6	",9,6,1536,15134,649 bytes
#147878,1522.969651,8," 4	",8,1,1570,15135,998 bytes
#147893,1523.03043,1," 2	",1,8,1490,15136,892 bytes
#147908,1523.108175,1," 2	",1,6,1491,15137,401 bytes
#147923,1523.26517,9," 6	",9,6,1537,15138,688 bytes
#147930,1523.312789,9," 6	",9,1,1538,15139,908 bytes
#147933,1523.318008,1," 2	",1,8,1492,15140,296 bytes
#147957,1523.336198,5," 0	",5,1,1516,15141,566 bytes
#147975,1523.448406,6," 5	",6,1,1501,15142,770 bytes
#147990,1523.510703,2," 4	",2,6,1533,15143,362 bytes
#148001,1523.579835,2," 4	",2,8,1534,15144,630 bytes
#148012,1523.819412,2," 4	",2,8,1535,15145,623 bytes
#148023,1523.99165,0," 5	",0,6,1487,15146,286 bytes
#148026,1523.993622,4," 2	",4,1,1446,15147,931 bytes
#148041,1524.006605,5," 6	",5,8,1517,15148,679 bytes
#148056,1524.028282,4," 6	",4,6,1447,15149,694 bytes
#148066,1524.07568,3," 1	",3,1,1487,15151,744 bytes
#148073,1524.118058,8," 4	",8,1,1572,15152,842 bytes
#148088,1524.207796,2," 4	",2,6,1536,15153,989 bytes
#148099,1524.227338,5," 0	",5,1,1518,15154,729 bytes
#148110,1524.323691,0," 5	",0,6,1488,15155,214 bytes
#148121,1524.560376,9," 8	",9,8,1539,15156,611 bytes
#148128,1524.649137,1," 2	",1,6,1493,15157,648 bytes
#148143,1524.678053,5," 6	",5,6,1519,15158,882 bytes
#148150,1524.71644,9," 8	",9,8,1540,15159,724 bytes
#148157,1524.7835,7," 5	",7,1,1522,15160,195 bytes
#148172,1525.051703,5," 6	",5,8,1520,15161,520 bytes
#148183,1525.272369,2," 4	",2,6,1537,15162,857 bytes
#148194,1525.528804,2," 4	",2,6,1538,15163,280 bytes
#148202,1525.534247,3," 4	",3,6,1488,15164,467 bytes
#148219,1525.852402,8," 4	",8,1,1574,15166,773 bytes
#148234,1526.005293,2," 1	",2,1,1539,15167,192 bytes
#148244,1526.083726,3," 1	",3,1,1489,15169,703 bytes
#148251,1526.182897,1," 2	",1,8,1494,15170,493 bytes
#148266,1526.387821,8," 6	",8,6,1576,15171,169 bytes
#148273,1526.408825,6," 8	",6,8,1502,15172,465 bytes
#148280,1526.501531,4," 8	",4,8,1448,15173,430 bytes
#148287,1526.618342,3," 1	",3,1,1490,15174,596 bytes
#148294,1526.752414,6," 8	",6,8,1503,15175,625 bytes
#148301,1526.766135,8," 4	",8,1,1577,15176,795 bytes
#148319,1526.808455,0," 2	",0,8,1489,15178,369 bytes
#148334,1526.885484,2," 4	",2,6,1540,15179,361 bytes
#148345,1526.947156,0," 1	",0,1,1490,15180,904 bytes
#148352,1527.071332,1," 2	",1,6,1495,15181,857 bytes
#148360,1527.086338,7," 6	",7,8,1523,15182,599 bytes
#148371,1527.094115,7," 6	",7,8,1524,15183,344 bytes
#148389,1527.146741,3," 1	",3,1,1491,15184,320 bytes
#148396,1527.283686,0," 2	",0,8,1491,15185,753 bytes
#148411,1527.399198,0," 1	",0,1,1492,15186,936 bytes
#148418,1527.648365,2," 4	",2,6,1541,15187,885 bytes
#148429,1527.667009,3," 1	",3,1,1492,15188,505 bytes
#148439,1527.952081,5," 0	",5,1,1521,15190,367 bytes
#148450,1528.150267,9," 6	",9,6,1541,15191,288 bytes
#148460,1528.255187,9," 8	",9,8,1542,15193,371 bytes
#148470,1528.739743,2," 1	",2,1,1542,15195,350 bytes
#148477,1528.83836,6," 8	",6,8,1505,15196,426 bytes
#148484,1528.947627,7," 6	",7,8,1525,15197,681 bytes
#148495,1529.010527,9," 6	",9,6,1543,15198,534 bytes
#148502,1529.060447,3," 1	",3,1,1493,15199,981 bytes
#148509,1529.372497,0," 1	",0,1,1493,15200,609 bytes
#148516,1529.456531,9," 8	",9,8,1544,15201,911 bytes
#148523,1529.523977,5," 6	",5,8,1522,15202,766 bytes
#148534,1529.585592,1," 2	",1,6,1497,15203,804 bytes
#148549,1529.619673,5," 6	",5,6,1523,15204,654 bytes
#148552,1529.621029,4," 6	",4,6,1449,15205,497 bytes
#148563,1529.639808,0," 1	",0,1,1494,15206,844 bytes
#148570,1529.853512,7," 6	",7,8,1526,15207,395 bytes
#148581,1529.894367,5," 0	",5,1,1524,15208,886 bytes
#148592,1529.919239,9," 6	",9,6,1545,15209,242 bytes
#148599,1529.962181,1," 2	",1,8,1498,15210,257 bytes
#148614,1529.976758,7," 5	",7,1,1527,15211,162 bytes
#148629,1530.0119,9," 6	",9,6,1546,15212,643 bytes
#148636,1530.038905,5," 0	",5,1,1525,15213,460 bytes
#148647,1530.259403,5," 6	",5,8,1526,15214,613 bytes
#148658,1530.27118,5," 0	",5,1,1527,15215,384 bytes
